id,purpose,grade,sub_grade
67467520,debt_consolidation,A,A5
67467054,car,C,C3
67317517,small_business,E,E5
67366354,credit_card,A,A3
67407984,debt_consolidation,B,B2
67287726,credit_card,B,B2
67205797,debt_consolidation,C,C5
67378141,credit_card,A,A5
67407872,debt_consolidation,D,D1
67467571,credit_card,C,C2
67257527,credit_card,A,A2
67378184,debt_consolidation,D,D2
67297488,debt_consolidation,D,D1
67397520,debt_consolidation,D,D1
67305804,debt_consolidation,C,C5
67457637,debt_consolidation,D,D5
67257394,debt_consolidation,B,B5
67426724,debt_consolidation,D,D5
66055561,debt_consolidation,D,D4
67437472,debt_consolidation,D,D2
67347722,credit_card,C,C1
67407908,other,E,E2
67457565,home_improvement,B,B4
67467606,medical,E,E2
67437592,credit_card,A,A2
67357330,debt_consolidation,C,C5
67267681,debt_consolidation,D,D1
67387173,other,C,C2
67437010,debt_consolidation,C,C3
67327255,other,D,D2
67457234,debt_consolidation,B,B5
67407681,debt_consolidation,E,E4
67277593,medical,E,E2
67307293,debt_consolidation,F,F3
67387222,debt_consolidation,C,C2
67317211,debt_consolidation,C,C5
65611911,debt_consolidation,B,B5
67436317,credit_card,B,B4
67307252,credit_card,C,C1
67405713,credit_card,B,B5
67416759,renewable_energy,F,F1
67307231,debt_consolidation,D,D4
65611685,debt_consolidation,D,D5
66505306,credit_card,B,B4
67377941,credit_card,A,A2
66625500,debt_consolidation,D,D5
67357176,debt_consolidation,D,D3
67267594,debt_consolidation,C,C2
67317148,debt_consolidation,A,A1
67337349,debt_consolidation,B,B2
67407554,debt_consolidation,C,C5
67297317,debt_consolidation,C,C1
66643709,moving,C,C3
65364556,credit_card,A,A3
67347763,debt_consolidation,B,B2
66464264,debt_consolidation,B,B2
67267443,debt_consolidation,B,B4
67427409,debt_consolidation,C,C1
67257068,debt_consolidation,B,B1
67427398,debt_consolidation,E,E4
67237406,other,B,B5
66521544,debt_consolidation,A,A3
67437167,debt_consolidation,B,B5
67297241,debt_consolidation,C,C3
67267523,other,C,C4
67357138,home_improvement,D,D4
67477370,home_improvement,B,B4
67307205,debt_consolidation,B,B4
66645762,debt_consolidation,E,E5
67387342,credit_card,B,B2
66492927,debt_consolidation,C,C1
20068305,debt_consolidation,B,B2
67407478,debt_consolidation,B,B2
67337539,debt_consolidation,B,B1
66454597,debt_consolidation,D,D2
67377783,debt_consolidation,E,E3
67476071,other,C,C1
67307411,debt_consolidation,E,E1
67457268,credit_card,F,F3
67477367,debt_consolidation,D,D5
67297216,debt_consolidation,C,C5
65692968,major_purchase,A,A1
67347356,credit_card,B,B1
65925366,credit_card,B,B2
67236894,credit_card,C,C3
67247355,debt_consolidation,C,C2
67357368,debt_consolidation,C,C3
67347689,debt_consolidation,B,B1
67457331,debt_consolidation,D,D5
67347710,house,D,D3
67267326,credit_card,C,C1
67317378,credit_card,C,C1
66445480,debt_consolidation,A,A2
67397506,house,G,G5
67446511,credit_card,B,B5
67367114,debt_consolidation,F,F1
67215636,debt_consolidation,C,C1
67447495,debt_consolidation,C,C2
67317197,debt_consolidation,B,B5
67397318,credit_card,B,B3
67447362,debt_consolidation,A,A5
67257281,other,B,B1
67387247,debt_consolidation,B,B3
67327385,home_improvement,C,C4
67247526,debt_consolidation,C,C4
67405584,moving,B,B4
67237434,debt_consolidation,D,D4
67337748,debt_consolidation,D,D2
67477285,home_improvement,C,C2
67367832,credit_card,A,A2
67297194,debt_consolidation,A,A5
67377915,debt_consolidation,B,B1
67377942,debt_consolidation,A,A4
67267428,credit_card,B,B1
67367831,debt_consolidation,C,C3
67377857,debt_consolidation,B,B2
67287401,debt_consolidation,A,A5
67396365,debt_consolidation,B,B3
67317264,vacation,C,C2
67237059,home_improvement,B,B2
67307236,credit_card,A,A1
67407639,debt_consolidation,C,C3
67205645,credit_card,C,C3
67377882,credit_card,C,C3
67267500,debt_consolidation,A,A4
67327352,home_improvement,B,B5
67357315,other,B,B3
65905027,credit_card,C,C2
67246262,credit_card,C,C2
65956904,debt_consolidation,C,C4
67457377,credit_card,B,B3
67397449,credit_card,B,B1
67356454,debt_consolidation,B,B2
67236714,debt_consolidation,A,A1
66435735,debt_consolidation,D,D2
67317309,debt_consolidation,B,B5
67417186,debt_consolidation,B,B1
67287447,debt_consolidation,C,C3
67407568,credit_card,B,B5
67447321,debt_consolidation,C,C1
66584037,debt_consolidation,E,E1
66575580,debt_consolidation,E,E3
67247357,other,B,B2
67287132,debt_consolidation,C,C2
67205653,debt_consolidation,E,E3
67327325,debt_consolidation,C,C4
66410934,debt_consolidation,B,B2
67437170,debt_consolidation,A,A5
67467027,debt_consolidation,C,C5
67407698,debt_consolidation,C,C4
67457264,debt_consolidation,B,B2
67357278,debt_consolidation,C,C1
67397408,debt_consolidation,B,B3
67307367,debt_consolidation,B,B5
67387347,debt_consolidation,E,E3
67247279,debt_consolidation,C,C3
67367721,moving,D,D4
67257105,debt_consolidation,C,C4
67417232,credit_card,D,D2
67397315,other,C,C1
67407510,credit_card,D,D4
67237257,debt_consolidation,C,C3
67205453,debt_consolidation,C,C5
67256775,credit_card,A,A4
67415792,other,E,E1
67357029,debt_consolidation,C,C4
66006696,credit_card,C,C5
67417040,debt_consolidation,A,A5
67397508,debt_consolidation,C,C1
67427502,debt_consolidation,C,C1
67267459,credit_card,C,C5
67267256,debt_consolidation,B,B3
67237444,credit_card,C,C4
67327359,credit_card,B,B2
67467254,debt_consolidation,C,C2
67437262,credit_card,B,B3
67417268,debt_consolidation,A,A5
67356791,credit_card,C,C4
67357295,credit_card,B,B5
67417197,debt_consolidation,B,B5
67407572,debt_consolidation,B,B5
66665868,debt_consolidation,E,E5
67237230,major_purchase,C,C3
67287599,debt_consolidation,A,A5
67307306,debt_consolidation,A,A5
67277579,other,C,C5
67456089,credit_card,B,B2
67317220,home_improvement,D,D3
67366810,home_improvement,A,A5
67466196,credit_card,B,B3
67377916,credit_card,C,C3
67337328,debt_consolidation,D,D1
67417174,debt_consolidation,A,A2
67436698,debt_consolidation,B,B2
67377861,debt_consolidation,C,C1
67457330,credit_card,A,A3
67456865,debt_consolidation,C,C3
67247319,home_improvement,D,D5
67427363,debt_consolidation,A,A3
67257156,debt_consolidation,B,B3
67297340,credit_card,A,A1
65786625,home_improvement,C,C4
67386864,credit_card,A,A2
67287376,credit_card,E,E1
67397461,credit_card,A,A4
67297400,other,E,E3
67467351,debt_consolidation,E,E3
67287425,credit_card,B,B2
67257328,debt_consolidation,A,A1
67337462,debt_consolidation,A,A1
65636328,credit_card,A,A2
66474540,car,B,B1
66665235,debt_consolidation,D,D4
67347570,vacation,D,D3
65894341,medical,A,A4
67287176,debt_consolidation,E,E3
67437149,debt_consolidation,B,B4
67267520,credit_card,E,E1
67417259,credit_card,B,B3
67267393,debt_consolidation,B,B4
67367678,debt_consolidation,E,E5
67237445,debt_consolidation,A,A5
67447447,credit_card,A,A3
67377872,credit_card,C,C4
67376532,debt_consolidation,B,B5
67277734,home_improvement,B,B1
67437329,debt_consolidation,B,B4
67317385,vacation,C,C1
67397256,credit_card,A,A2
66495365,other,C,C1
67387281,debt_consolidation,B,B3
67457211,credit_card,A,A5
67257241,debt_consolidation,A,A5
67357324,debt_consolidation,C,C3
67095130,debt_consolidation,B,B5
67397258,credit_card,B,B5
67215720,debt_consolidation,C,C2
67195279,debt_consolidation,C,C1
67467440,debt_consolidation,B,B3
67397401,debt_consolidation,B,B5
67377948,credit_card,C,C1
67287419,credit_card,B,B3
66505904,credit_card,A,A2
67267491,home_improvement,A,A5
66975164,credit_card,B,B2
67327314,debt_consolidation,B,B5
67367853,debt_consolidation,D,D1
67247538,other,B,B2
67205690,credit_card,C,C1
67427552,small_business,C,C1
65796375,credit_card,A,A1
67357281,debt_consolidation,D,D2
67267402,debt_consolidation,C,C3
66546034,credit_card,A,A3
65653676,debt_consolidation,B,B3
67397250,debt_consolidation,C,C1
67437347,credit_card,A,A1
67205704,debt_consolidation,E,E5
67397417,credit_card,B,B3
67305799,debt_consolidation,B,B4
66474407,debt_consolidation,C,C1
67387324,credit_card,C,C4
67256230,debt_consolidation,B,B4
67247356,debt_consolidation,C,C1
67267585,credit_card,A,A5
67337449,debt_consolidation,B,B3
67327281,debt_consolidation,B,B2
67237213,debt_consolidation,C,C4
10123630,debt_consolidation,C,C2
67347557,credit_card,D,D3
67347672,debt_consolidation,A,A4
67357225,debt_consolidation,A,A3
67357217,credit_card,B,B3
66270896,debt_consolidation,D,D3
67327159,debt_consolidation,C,C1
67457237,major_purchase,A,A5
67427012,credit_card,A,A1
67387403,credit_card,C,C1
67437251,debt_consolidation,C,C1
67257299,debt_consolidation,B,B1
67307344,debt_consolidation,C,C2
67417207,other,C,C3
67397431,other,D,D3
67367785,debt_consolidation,B,B1
67205664,credit_card,C,C1
67377898,other,B,B4
66540650,car,D,D3
67377826,debt_consolidation,D,D3
67417109,debt_consolidation,E,E1
67457390,debt_consolidation,E,E3
67327246,debt_consolidation,C,C1
67347494,debt_consolidation,C,C3
67397342,debt_consolidation,B,B5
67287520,debt_consolidation,B,B1
67307412,debt_consolidation,C,C4
67357202,small_business,C,C3
67237411,other,D,D5
65651869,debt_consolidation,B,B2
67357347,debt_consolidation,A,A4
67256490,debt_consolidation,B,B3
67377663,debt_consolidation,B,B5
67347487,debt_consolidation,C,C5
67267530,debt_consolidation,C,C5
67257199,credit_card,B,B4
67215705,debt_consolidation,B,B5
67357186,home_improvement,E,E3
67457412,debt_consolidation,C,C1
67237422,credit_card,A,A1
67267623,debt_consolidation,C,C2
67287529,debt_consolidation,B,B4
66572396,debt_consolidation,B,B3
67247570,debt_consolidation,D,D3
67377812,debt_consolidation,B,B5
66514597,debt_consolidation,C,C2
67347691,debt_consolidation,B,B1
67387243,other,A,A5
67346972,credit_card,A,A3
67256431,credit_card,E,E5
65777289,debt_consolidation,A,A5
67205679,credit_card,D,D3
66150202,debt_consolidation,B,B5
67307285,debt_consolidation,G,G3
67416551,debt_consolidation,D,D3
67317287,other,C,C3
67377935,debt_consolidation,B,B4
67387258,debt_consolidation,C,C4
67447580,credit_card,A,A5
67386596,vacation,E,E3
67237349,debt_consolidation,D,D3
65754035,credit_card,C,C2
67366504,home_improvement,B,B3
67447100,debt_consolidation,F,F3
67357168,debt_consolidation,D,D2
67307161,home_improvement,C,C3
65905512,credit_card,B,B1
67237336,credit_card,B,B2
67427460,credit_card,B,B1
67357201,debt_consolidation,B,B5
67115504,debt_consolidation,C,C5
67267571,debt_consolidation,D,D1
66401441,debt_consolidation,D,D1
66445113,major_purchase,A,A1
67467344,debt_consolidation,A,A5
67427563,debt_consolidation,A,A2
67367824,debt_consolidation,F,F5
67377843,debt_consolidation,E,E1
67377936,debt_consolidation,B,B4
67336307,vacation,B,B3
67457149,credit_card,C,C2
67336677,debt_consolidation,C,C3
66621423,debt_consolidation,D,D1
67237297,debt_consolidation,B,B4
67387298,other,E,E2
67486040,credit_card,B,B1
67447401,credit_card,C,C2
67416877,debt_consolidation,D,D4
67377696,debt_consolidation,D,D5
67357270,credit_card,C,C1
67377750,debt_consolidation,C,C1
67427601,credit_card,C,C3
67427468,debt_consolidation,C,C2
67407294,debt_consolidation,B,B3
67277551,vacation,A,A5
67377847,debt_consolidation,C,C5
67437319,debt_consolidation,C,C2
67387242,credit_card,B,B5
67457428,debt_consolidation,B,B3
67287528,debt_consolidation,E,E4
67347502,debt_consolidation,A,A3
67427550,home_improvement,A,A3
67456642,debt_consolidation,B,B5
67347518,debt_consolidation,B,B1
67257131,debt_consolidation,E,E2
67407679,debt_consolidation,B,B1
67367729,debt_consolidation,D,D5
67287617,debt_consolidation,D,D4
67417123,debt_consolidation,A,A4
67327297,debt_consolidation,C,C1
66584688,debt_consolidation,C,C4
67257224,credit_card,A,A2
67377842,debt_consolidation,B,B1
67296656,debt_consolidation,C,C1
67467419,debt_consolidation,A,A2
67337543,medical,C,C5
67427385,debt_consolidation,E,E4
67277539,debt_consolidation,D,D2
67397302,debt_consolidation,C,C3
67397191,debt_consolidation,C,C1
67357266,home_improvement,B,B3
67417328,debt_consolidation,B,B4
67276309,major_purchase,D,D2
67457337,credit_card,A,A1
67426471,debt_consolidation,B,B4
67347745,debt_consolidation,B,B3
66563513,home_improvement,E,E4
67257207,debt_consolidation,A,A2
67347738,debt_consolidation,A,A1
67095441,debt_consolidation,B,B5
67387366,other,D,D4
66582082,credit_card,A,A4
67387353,major_purchase,C,C3
67277439,debt_consolidation,D,D5
67317371,debt_consolidation,C,C1
67327418,debt_consolidation,D,D2
67477458,debt_consolidation,C,C4
67457054,credit_card,C,C4
67297331,home_improvement,B,B4
67327306,debt_consolidation,C,C5
67297318,moving,E,E2
67417252,credit_card,B,B2
67366584,debt_consolidation,D,D2
67307393,house,D,D5
67287364,debt_consolidation,B,B1
67337510,debt_consolidation,B,B5
67467381,debt_consolidation,B,B3
67316190,debt_consolidation,B,B4
67287465,credit_card,C,C3
66485740,debt_consolidation,E,E1
67457186,home_improvement,C,C2
66574921,other,E,E5
67327337,credit_card,B,B3
67307224,debt_consolidation,C,C3
67417092,debt_consolidation,C,C5
67467306,debt_consolidation,E,E4
67287388,debt_consolidation,C,C3
67457323,other,C,C1
67367788,debt_consolidation,B,B5
67287381,other,B,B5
67367855,debt_consolidation,C,C2
67357252,other,C,C4
67215673,credit_card,A,A4
67306784,credit_card,A,A4
67437198,debt_consolidation,B,B4
67205708,debt_consolidation,B,B5
67385813,credit_card,C,C4
67237313,credit_card,D,D1
67357194,home_improvement,C,C4
67405323,major_purchase,E,E1
67467166,debt_consolidation,C,C4
67326502,credit_card,B,B4
67417149,debt_consolidation,C,C5
67347771,other,D,D1
66513401,debt_consolidation,D,D2
65602741,debt_consolidation,A,A4
67307259,debt_consolidation,D,D4
67337781,small_business,D,D1
67417021,credit_card,C,C1
67277172,debt_consolidation,A,A1
67467327,debt_consolidation,D,D1
66614581,debt_consolidation,C,C5
66645614,debt_consolidation,A,A5
67215716,debt_consolidation,D,D3
67237380,credit_card,B,B4
67387351,debt_consolidation,B,B4
67287605,debt_consolidation,D,D2
67377952,debt_consolidation,D,D2
67407687,debt_consolidation,C,C3
67437280,other,C,C2
66405056,debt_consolidation,A,A5
67257235,debt_consolidation,A,A4
67467309,debt_consolidation,C,C2
67477362,debt_consolidation,B,B2
67317361,credit_card,B,B1
67347705,credit_card,B,B5
67215697,debt_consolidation,C,C5
67237125,debt_consolidation,A,A1
67346083,debt_consolidation,C,C4
67257246,small_business,E,E2
67317222,debt_consolidation,B,B1
67457375,debt_consolidation,B,B3
67297171,debt_consolidation,D,D5
67247424,renewable_energy,D,D1
67267437,debt_consolidation,A,A5
67467490,debt_consolidation,B,B1
67427579,other,C,C2
67246121,debt_consolidation,A,A2
67427432,debt_consolidation,C,C2
67427508,credit_card,B,B5
67327327,debt_consolidation,A,A5
66404976,home_improvement,C,C3
67377866,debt_consolidation,B,B3
67447479,major_purchase,D,D2
67267450,debt_consolidation,B,B2
67387252,debt_consolidation,A,A4
67427596,home_improvement,B,B4
67457397,other,B,B5
67257285,debt_consolidation,B,B4
67347476,debt_consolidation,D,D1
67337457,debt_consolidation,E,E1
67466090,debt_consolidation,B,B3
66412725,other,C,C4
67387277,debt_consolidation,C,C4
67307177,debt_consolidation,D,D1
67267458,debt_consolidation,A,A1
67407567,home_improvement,C,C1
67417116,credit_card,B,B1
67387233,debt_consolidation,E,E1
67467422,debt_consolidation,B,B4
67337445,debt_consolidation,C,C4
65896238,credit_card,A,A1
67317226,debt_consolidation,D,D5
67407692,other,D,D1
67337599,major_purchase,D,D1
67437324,debt_consolidation,B,B2
67237352,credit_card,B,B4
67237254,debt_consolidation,C,C1
67267517,debt_consolidation,A,A2
67215709,credit_card,D,D1
67317284,credit_card,A,A5
67417104,major_purchase,C,C3
67417217,debt_consolidation,A,A5
66494974,credit_card,B,B3
67297222,debt_consolidation,C,C1
67417296,debt_consolidation,A,A3
67425373,debt_consolidation,C,C3
67397293,home_improvement,C,C4
67267292,home_improvement,B,B5
67005207,debt_consolidation,C,C3
67427226,credit_card,E,E5
67267687,debt_consolidation,B,B5
67287384,credit_card,B,B4
67257289,debt_consolidation,C,C5
67246952,debt_consolidation,C,C2
67397382,other,C,C1
67306454,debt_consolidation,E,E2
67436827,credit_card,B,B1
67367715,credit_card,B,B2
67457363,medical,C,C4
67407700,credit_card,C,C1
67367893,debt_consolidation,A,A5
67466784,credit_card,B,B1
67457164,debt_consolidation,E,E5
67416986,other,C,C3
67267207,credit_card,B,B5
65771729,debt_consolidation,B,B5
66405206,debt_consolidation,C,C2
67367566,credit_card,A,A5
67457039,small_business,D,D2
67386989,debt_consolidation,E,E3
67357049,debt_consolidation,D,D1
67467020,home_improvement,B,B5
67247129,debt_consolidation,B,B3
67357163,medical,C,C2
67367595,debt_consolidation,C,C2
67387086,debt_consolidation,D,D2
65924737,debt_consolidation,C,C5
67205557,debt_consolidation,B,B2
67256854,credit_card,B,B5
66505183,debt_consolidation,C,C4
67477025,home_improvement,D,D3
67467148,debt_consolidation,A,A2
67377657,other,C,C3
67237107,debt_consolidation,C,C3
65832872,debt_consolidation,B,B1
67246592,debt_consolidation,A,A2
67367591,debt_consolidation,E,E4
67477044,debt_consolidation,B,B4
67396920,home_improvement,A,A5
67135360,debt_consolidation,B,B4
67236994,small_business,F,F2
67045144,debt_consolidation,E,E2
67326985,home_improvement,C,C3
67317078,credit_card,B,B4
67356901,car,A,A3
65945350,car,B,B4
67477003,debt_consolidation,B,B5
67387158,debt_consolidation,D,D4
67247195,home_improvement,C,C2
67346513,debt_consolidation,C,C1
67416901,credit_card,B,B2
67287150,credit_card,A,A3
67436975,home_improvement,B,B3
66622236,debt_consolidation,C,C4
67416330,home_improvement,D,D4
67416988,credit_card,A,A3
67347394,debt_consolidation,A,A1
67277317,debt_consolidation,D,D2
67267338,credit_card,A,A1
67346520,debt_consolidation,C,C4
67247292,home_improvement,B,B4
67377489,debt_consolidation,B,B5
67215622,credit_card,C,C5
66471021,credit_card,B,B3
67267138,debt_consolidation,C,C4
67237121,debt_consolidation,C,C2
67267249,debt_consolidation,E,E4
67466943,home_improvement,B,B4
67457141,debt_consolidation,D,D1
67406474,other,C,C2
67277225,debt_consolidation,D,D5
66542115,debt_consolidation,C,C3
67267162,vacation,B,B5
67387148,credit_card,D,D1
67337205,debt_consolidation,C,C3
66666545,debt_consolidation,D,D1
67277341,debt_consolidation,C,C3
67267096,debt_consolidation,D,D1
67377515,debt_consolidation,B,B5
67427054,home_improvement,C,C3
67287079,credit_card,C,C1
67457087,debt_consolidation,C,C2
67337420,debt_consolidation,A,A5
67347318,other,B,B4
67436897,other,D,D1
67456536,debt_consolidation,B,B1
67306685,debt_consolidation,B,B4
67277323,debt_consolidation,D,D2
67287311,credit_card,C,C2
67307005,debt_consolidation,B,B4
67447083,credit_card,C,C1
67467126,debt_consolidation,A,A1
67417024,debt_consolidation,E,E2
66434012,debt_consolidation,C,C3
67357078,debt_consolidation,B,B5
66625891,debt_consolidation,E,E3
67307010,debt_consolidation,A,A4
67237084,debt_consolidation,A,A3
67386948,debt_consolidation,E,E1
67336847,home_improvement,B,B5
67466995,debt_consolidation,C,C5
67316953,debt_consolidation,C,C3
67256882,credit_card,B,B1
67356992,debt_consolidation,C,C1
67055313,credit_card,B,B4
67236920,debt_consolidation,A,A5
67447171,debt_consolidation,B,B3
67065535,credit_card,B,B2
66605603,debt_consolidation,B,B1
67477156,credit_card,A,A1
67316982,debt_consolidation,D,D5
67427180,credit_card,A,A1
67337252,credit_card,B,B1
67236463,credit_card,B,B1
67377506,debt_consolidation,A,A5
67287071,credit_card,A,A1
67306984,debt_consolidation,E,E1
66513952,other,D,D2
66594851,home_improvement,C,C5
67416963,debt_consolidation,C,C1
67356916,debt_consolidation,F,F4
66340585,credit_card,D,D4
67377644,debt_consolidation,B,B4
67257046,debt_consolidation,A,A3
67327175,credit_card,A,A3
67445990,debt_consolidation,E,E4
67367459,debt_consolidation,C,C1
65915920,debt_consolidation,E,E3
67287220,debt_consolidation,C,C1
67297151,other,C,C2
67185400,other,A,A5
67407013,moving,B,B4
65764827,credit_card,D,D3
67296699,debt_consolidation,B,B2
67287245,debt_consolidation,C,C1
67327043,credit_card,B,B2
67367656,credit_card,B,B4
66572624,home_improvement,B,B4
67417059,other,C,C2
67387135,debt_consolidation,A,A4
67287175,debt_consolidation,A,A4
67367496,credit_card,A,A1
67356497,debt_consolidation,A,A4
67337377,credit_card,B,B1
67336856,debt_consolidation,A,A3
67347337,credit_card,C,C4
67417006,credit_card,A,A1
67385410,debt_consolidation,C,C1
67237135,debt_consolidation,E,E4
67406862,debt_consolidation,B,B1
67477200,debt_consolidation,D,D5
65617587,debt_consolidation,C,C3
67355440,debt_consolidation,B,B4
67286355,credit_card,A,A3
67347282,debt_consolidation,D,D1
67287231,debt_consolidation,B,B5
67467010,home_improvement,C,C5
67447017,debt_consolidation,E,E3
67055408,debt_consolidation,C,C1
67277471,debt_consolidation,D,D3
67347506,debt_consolidation,A,A2
67417000,debt_consolidation,D,D4
67135266,home_improvement,C,C3
67456959,debt_consolidation,C,C4
67327184,other,C,C1
67397012,debt_consolidation,C,C1
67387157,debt_consolidation,D,D2
67367469,debt_consolidation,D,D1
67267351,debt_consolidation,B,B5
67367439,debt_consolidation,D,D1
66460705,debt_consolidation,C,C3
67356705,other,C,C1
67315643,home_improvement,E,E4
66786114,moving,E,E2
66604424,debt_consolidation,C,C2
67396187,debt_consolidation,B,B1
66465477,other,B,B3
67246820,vacation,C,C4
67407307,debt_consolidation,F,F1
67367584,debt_consolidation,E,E1
67287296,credit_card,C,C5
67446998,debt_consolidation,E,E3
67256975,major_purchase,C,C1
67267305,credit_card,B,B4
67237001,debt_consolidation,C,C5
67326974,home_improvement,D,D2
67315238,credit_card,A,A1
67457020,debt_consolidation,D,D1
67426798,debt_consolidation,F,F2
67425466,debt_consolidation,B,B4
67267228,credit_card,A,A4
67457125,credit_card,B,B1
67427130,debt_consolidation,C,C2
67257050,debt_consolidation,B,B2
67235229,debt_consolidation,B,B3
67277334,credit_card,B,B3
67427145,credit_card,A,A1
67347202,debt_consolidation,C,C1
67357070,debt_consolidation,C,C5
67476123,debt_consolidation,A,A3
67466954,debt_consolidation,A,A5
67427216,credit_card,C,C2
67427108,debt_consolidation,A,A3
67357055,debt_consolidation,B,B1
66573989,debt_consolidation,A,A5
67287183,debt_consolidation,B,B2
67467063,debt_consolidation,C,C2
66634781,credit_card,C,C1
67115172,debt_consolidation,B,B5
67477216,debt_consolidation,A,A1
65656628,debt_consolidation,E,E4
67247119,credit_card,A,A5
67327115,debt_consolidation,B,B2
67467006,debt_consolidation,E,E3
67306979,credit_card,B,B1
67337421,debt_consolidation,C,C2
67457120,debt_consolidation,C,C5
67277386,credit_card,B,B2
67457025,debt_consolidation,C,C3
67347322,debt_consolidation,C,C2
67347410,other,D,D3
66493942,debt_consolidation,B,B4
67256991,debt_consolidation,B,B3
67387009,debt_consolidation,C,C1
67466312,debt_consolidation,D,D3
67267174,home_improvement,A,A5
67427223,debt_consolidation,C,C4
67265127,debt_consolidation,C,C4
67347400,debt_consolidation,A,A5
66626033,debt_consolidation,D,D2
67416955,credit_card,B,B1
67327205,debt_consolidation,B,B4
67447206,medical,C,C3
67437025,debt_consolidation,B,B4
67277350,credit_card,A,A1
67215601,home_improvement,D,D4
67247339,other,C,C2
66475314,credit_card,C,C3
65641606,debt_consolidation,D,D1
67407121,credit_card,C,C3
67277268,debt_consolidation,A,A1
67315329,debt_consolidation,C,C5
67477172,debt_consolidation,C,C5
67267204,debt_consolidation,C,C2
67267279,credit_card,A,A5
67407431,debt_consolidation,C,C1
67416997,credit_card,B,B3
66542442,debt_consolidation,A,A1
65262873,debt_consolidation,D,D1
67296944,credit_card,C,C1
67316922,debt_consolidation,D,D2
67366944,credit_card,C,C5
67375230,home_improvement,C,C1
67407171,debt_consolidation,B,B4
67447185,debt_consolidation,C,C5
67215592,credit_card,A,A3
67327186,other,E,E5
67247153,credit_card,A,A2
67447096,debt_consolidation,E,E2
67297085,debt_consolidation,C,C5
67287276,credit_card,A,A3
67307142,debt_consolidation,A,A5
67307046,debt_consolidation,C,C2
66421804,credit_card,B,B5
67327110,debt_consolidation,B,B3
67436819,debt_consolidation,A,A4
67356886,debt_consolidation,C,C1
67466929,debt_consolidation,C,C2
65741544,renewable_energy,E,E5
67277302,debt_consolidation,C,C3
67467103,credit_card,A,A3
67467185,credit_card,C,C3
67377549,debt_consolidation,B,B4
67367254,debt_consolidation,B,B5
67457000,debt_consolidation,A,A4
67457055,credit_card,B,B3
67436979,debt_consolidation,D,D3
67477024,debt_consolidation,C,C1
67477159,medical,C,C1
67296968,credit_card,A,A4
67367565,debt_consolidation,E,E1
67357148,debt_consolidation,B,B1
67356697,debt_consolidation,D,D3
67437033,debt_consolidation,C,C3
67306985,debt_consolidation,C,C1
67317129,debt_consolidation,C,C4
66210473,debt_consolidation,E,E5
67277220,credit_card,A,A4
67237023,credit_card,A,A5
65622227,home_improvement,A,A3
67427221,home_improvement,D,D5
67205551,credit_card,D,D3
66340532,other,E,E2
67247089,credit_card,C,C1
67446869,credit_card,C,C5
67477228,debt_consolidation,A,A3
67337198,debt_consolidation,B,B1
67476903,debt_consolidation,B,B3
67247062,other,C,C4
67347266,credit_card,C,C3
67295368,debt_consolidation,B,B4
67277362,credit_card,A,A5
67367489,debt_consolidation,C,C1
67457066,credit_card,A,A1
67327024,debt_consolidation,A,A4
67215613,debt_consolidation,D,D4
67205600,car,F,F1
67387006,credit_card,E,E5
67347200,medical,C,C2
67296973,vacation,D,D1
65964716,debt_consolidation,D,D5
67445828,debt_consolidation,C,C1
67426648,debt_consolidation,D,D5
67256838,credit_card,B,B3
66432717,debt_consolidation,C,C3
67287118,debt_consolidation,A,A5
67327055,credit_card,A,A4
67447226,credit_card,A,A5
67447082,other,D,D3
67175371,credit_card,B,B1
67287237,other,D,D3
67287126,vacation,C,C4
67477134,other,D,D5
67467048,home_improvement,A,A1
67436879,debt_consolidation,C,C4
67396869,home_improvement,C,C4
67317153,small_business,B,B5
67397197,credit_card,B,B1
66582632,credit_card,E,E4
67446980,home_improvement,A,A5
67326162,debt_consolidation,F,F3
67205596,credit_card,C,C4
67367562,credit_card,B,B1
67255120,debt_consolidation,B,B3
65591640,credit_card,B,B5
67237173,credit_card,B,B1
67267220,other,C,C2
66424178,other,B,B1
67317043,debt_consolidation,D,D4
67466914,debt_consolidation,B,B3
67316921,debt_consolidation,D,D4
67467101,debt_consolidation,D,D5
67266671,debt_consolidation,F,F3
67347269,credit_card,B,B2
67476421,credit_card,A,A1
66414878,house,C,C3
67455135,debt_consolidation,B,B3
67357090,debt_consolidation,B,B4
67367519,debt_consolidation,D,D1
67307008,debt_consolidation,D,D1
67316924,home_improvement,A,A5
67287186,credit_card,C,C3
67467013,other,D,D3
67377552,debt_consolidation,B,B3
67467170,credit_card,C,C5
66975535,debt_consolidation,D,D2
67317035,debt_consolidation,C,C3
67407177,debt_consolidation,B,B3
67357030,debt_consolidation,C,C1
66535448,debt_consolidation,B,B4
67347367,debt_consolidation,B,B1
67417022,debt_consolidation,A,A2
67447295,debt_consolidation,C,C5
67296981,debt_consolidation,C,C1
67307060,debt_consolidation,C,C3
67376057,debt_consolidation,C,C2
67437160,major_purchase,B,B5
67407157,major_purchase,B,B2
67347441,debt_consolidation,B,B2
67456249,other,B,B5
67387003,debt_consolidation,C,C4
66435167,debt_consolidation,D,D5
67296282,major_purchase,B,B5
67407418,credit_card,B,B3
67237120,debt_consolidation,F,F2
67367560,debt_consolidation,B,B1
67326910,debt_consolidation,B,B3
67386946,credit_card,A,A3
67367438,debt_consolidation,D,D5
67317062,debt_consolidation,B,B3
