id,emp_length,home_ownership,annual_inc
67236381,10+ years,MORTGAGE,74000.0
67715776,10+ years,MORTGAGE,90000.0
66446062,10+ years,MORTGAGE,40000.0
67336206,5 years,MORTGAGE,129000.0
67695208,6 years,MORTGAGE,175000.0
67655692,10+ years,MORTGAGE,66000.0
67368223,9 years,RENT,56250.0
67675851,10+ years,MORTGAGE,91000.0
67646059,10+ years,MORTGAGE,190000.0
67675734,2 years,MORTGAGE,73000.0
67358787,10+ years,MORTGAGE,65000.0
67298792,10+ years,MORTGAGE,150000.0
67735806,,OWN,19500.0
67725793,9 years,MORTGAGE,350000.0
67585184,5 years,OWN,43000.0
67725790,8 years,MORTGAGE,155000.0
67525265,3 years,RENT,30000.0
67655795,< 1 year,RENT,105000.0
67555715,8 years,RENT,65000.0
67605785,< 1 year,OWN,32000.0
67247188,10+ years,MORTGAGE,77733.0
67565718,7 years,MORTGAGE,45780.0
67457918,7 years,MORTGAGE,53000.0
67446350,10+ years,MORTGAGE,75000.0
67755780,1 year,MORTGAGE,31000.0
67329302,6 years,OWN,80000.0
67295630,6 years,MORTGAGE,60000.0
67515767,10+ years,MORTGAGE,160000.0
67525727,10+ years,MORTGAGE,98000.0
67645747,,OWN,49000.0
67535731,8 years,RENT,75000.0
67715495,2 years,RENT,57660.0
67675507,9 years,RENT,76200.0
67247203,1 year,MORTGAGE,82000.0
67705491,10+ years,MORTGAGE,100000.0
67575625,9 years,RENT,65000.0
67238939,2 years,MORTGAGE,60000.0
67585522,2 years,RENT,38000.0
67735498,1 year,RENT,40000.0
67665713,6 years,MORTGAGE,45000.0
67595454,3 years,MORTGAGE,72000.0
67525762,10+ years,MORTGAGE,75000.0
66431790,5 years,MORTGAGE,48000.0
67427824,10+ years,OWN,40000.0
67419045,9 years,MORTGAGE,90000.0
67675449,2 years,RENT,37000.0
67695513,5 years,MORTGAGE,102000.0
67515555,7 years,RENT,59000.0
67585621,3 years,RENT,70000.0
67427084,10+ years,MORTGAGE,130000.0
67605525,6 years,MORTGAGE,65000.0
67755228,2 years,MORTGAGE,105000.0
67695417,< 1 year,RENT,50000.0
67745498,10+ years,OWN,60000.0
67408871,8 years,MORTGAGE,62000.0
67535672,10+ years,RENT,110000.0
67575610,1 year,RENT,90000.0
67625486,10+ years,MORTGAGE,105000.0
67745538,3 years,MORTGAGE,165000.0
67535840,10+ years,MORTGAGE,40000.0
67585232,3 years,RENT,55000.0
67466185,10+ years,MORTGAGE,112000.0
67378360,,MORTGAGE,65000.0
67665658,10+ years,RENT,93000.0
67525745,10+ years,MORTGAGE,65000.0
67685542,10+ years,OWN,60000.0
67755590,6 years,MORTGAGE,64000.0
67715581,,OWN,25000.0
67745462,< 1 year,MORTGAGE,70000.0
67625532,3 years,OWN,39000.0
67535629,10+ years,MORTGAGE,47000.0
67468859,10+ years,OWN,48000.0
67705608,3 years,MORTGAGE,63000.0
67595538,3 years,MORTGAGE,399000.0
67545687,4 years,RENT,16000.0
67345804,10+ years,RENT,66100.0
67388543,10+ years,RENT,91000.0
67625608,10+ years,MORTGAGE,216000.0
67595482,8 years,OWN,51000.0
67665579,10+ years,RENT,45130.0
67458648,1 year,MORTGAGE,105000.0
67735626,10+ years,MORTGAGE,45000.0
67585514,10+ years,MORTGAGE,90000.0
67525538,9 years,RENT,90000.0
67665535,3 years,RENT,90000.0
67695574,2 years,MORTGAGE,34000.0
67735595,2 years,MORTGAGE,105000.0
67605508,10+ years,MORTGAGE,130550.0
67525786,10+ years,MORTGAGE,100000.0
67705505,< 1 year,RENT,38000.0
67535841,10+ years,MORTGAGE,100000.0
67735682,10+ years,RENT,70000.0
67555453,2 years,RENT,76000.0
67625631,3 years,RENT,90000.0
67695512,10+ years,MORTGAGE,139000.0
67635600,9 years,RENT,42000.0
67735557,3 years,MORTGAGE,27000.0
67535603,10+ years,MORTGAGE,53000.0
67655624,5 years,RENT,58000.0
67645895,10+ years,MORTGAGE,160000.0
67565546,,MORTGAGE,100000.0
67745618,10+ years,MORTGAGE,87000.0
67685636,3 years,OWN,30000.0
67625507,4 years,MORTGAGE,100000.0
67625494,1 year,RENT,41000.0
67655503,10+ years,OWN,115000.0
67615584,5 years,RENT,76000.0
67745560,6 years,OWN,85000.0
67655646,3 years,MORTGAGE,128000.0
67328866,10+ years,MORTGAGE,68000.0
67515507,2 years,RENT,53240.0
67535621,10+ years,MORTGAGE,83000.0
67675635,5 years,RENT,50200.0
66625525,< 1 year,OWN,57500.0
67535496,5 years,RENT,79700.0
67595262,< 1 year,MORTGAGE,115000.0
67635515,1 year,MORTGAGE,110000.0
65967111,< 1 year,RENT,50000.0
67655547,2 years,OWN,75000.0
67635679,10+ years,RENT,70000.0
67705554,4 years,RENT,41000.0
67725553,2 years,MORTGAGE,55000.0
67388765,3 years,RENT,122000.0
67615234,10+ years,RENT,53000.0
67447412,3 years,MORTGAGE,64000.0
67705645,10+ years,MORTGAGE,120000.0
66402488,4 years,RENT,39000.0
67685676,< 1 year,MORTGAGE,67000.0
67565673,< 1 year,RENT,92000.0
67358230,3 years,MORTGAGE,106000.0
67725665,2 years,MORTGAGE,108425.0
67535688,< 1 year,RENT,63000.0
67625637,10+ years,MORTGAGE,250000.0
67605689,3 years,RENT,52000.0
67515481,8 years,MORTGAGE,90000.0
67635606,2 years,MORTGAGE,20000.0
67655688,< 1 year,OWN,35000.0
67525550,3 years,MORTGAGE,70000.0
66595285,1 year,RENT,35000.0
67735675,,OWN,47000.0
67755474,10+ years,RENT,40000.0
67665710,10+ years,RENT,78000.0
66480339,< 1 year,RENT,47530.0
67545288,3 years,MORTGAGE,41000.0
67396689,10+ years,MORTGAGE,45000.0
66595296,10+ years,MORTGAGE,66000.0
67715685,10+ years,RENT,112000.0
67525600,9 years,MORTGAGE,62000.0
67585227,2 years,MORTGAGE,265000.0
67645780,6 years,OWN,20000.0
67635540,7 years,MORTGAGE,65000.0
67755385,10+ years,MORTGAGE,80000.0
67535832,2 years,MORTGAGE,100000.0
67705688,2 years,MORTGAGE,100000.0
65781538,5 years,RENT,58500.0
67358742,10+ years,MORTGAGE,102000.0
67675592,10+ years,RENT,36000.0
67715426,3 years,RENT,62000.0
67535701,< 1 year,MORTGAGE,200000.0
67397274,2 years,MORTGAGE,84000.0
67337154,10+ years,RENT,110000.0
67515629,4 years,MORTGAGE,45000.0
67725658,3 years,RENT,52000.0
67695483,10+ years,RENT,56655.0
67635523,< 1 year,MORTGAGE,60000.0
67575556,9 years,MORTGAGE,48000.0
67585543,8 years,MORTGAGE,80000.0
67585569,8 years,OWN,60000.0
67398758,10+ years,RENT,100000.0
67735594,5 years,RENT,90000.0
65975176,7 years,RENT,52000.0
67665718,4 years,OWN,68000.0
67565614,1 year,RENT,200000.0
67655670,3 years,MORTGAGE,49000.0
67408614,10+ years,OWN,40000.0
67428382,10+ years,OWN,50000.0
67705615,3 years,MORTGAGE,46000.0
67388348,10+ years,OWN,53000.0
67296999,10+ years,MORTGAGE,187500.0
67615634,2 years,RENT,45600.0
67555500,4 years,OWN,41000.0
67257517,2 years,RENT,70000.0
67525739,10+ years,RENT,70000.0
67685672,< 1 year,MORTGAGE,80000.0
67645833,1 year,OWN,72000.0
67358200,< 1 year,RENT,66500.0
65976311,2 years,RENT,70000.0
67695440,10+ years,OWN,45000.0
67515503,2 years,OWN,30000.0
67437749,5 years,RENT,55000.0
67645714,< 1 year,RENT,41000.0
65984446,2 years,MORTGAGE,145000.0
67645160,< 1 year,MORTGAGE,105000.0
67685638,3 years,MORTGAGE,76000.0
67695520,10+ years,MORTGAGE,100000.0
67685666,5 years,MORTGAGE,175000.0
67205827,10+ years,MORTGAGE,120000.0
67665584,< 1 year,RENT,51584.0
67725718,10+ years,MORTGAGE,98013.0
67645867,10+ years,RENT,48000.0
67575560,,OWN,36882.0
67408046,3 years,MORTGAGE,60000.0
67655564,10+ years,MORTGAGE,65000.0
67335392,5 years,MORTGAGE,45000.0
67525738,< 1 year,MORTGAGE,55000.0
67595617,10+ years,MORTGAGE,197000.0
67565520,6 years,MORTGAGE,80000.0
67535825,10+ years,OWN,77132.0
65664553,10+ years,MORTGAGE,95000.0
67605537,,RENT,31680.0
67735533,5 years,RENT,65000.0
65924413,4 years,RENT,45000.0
67417490,3 years,RENT,96000.0
67257442,10+ years,RENT,38600.0
67625493,3 years,MORTGAGE,19000.0
67476500,8 years,RENT,60000.0
67565553,6 years,RENT,36000.0
67325180,1 year,RENT,27000.0
67755546,8 years,RENT,60000.0
67665534,< 1 year,RENT,55000.0
67625495,9 years,MORTGAGE,60000.0
67475263,10+ years,MORTGAGE,65000.0
67725726,7 years,RENT,83000.0
65707600,6 years,OWN,80000.0
67315806,2 years,RENT,92000.0
67105160,4 years,MORTGAGE,80000.0
67705609,9 years,RENT,36000.0
67635499,9 years,RENT,52000.0
67515658,8 years,MORTGAGE,150000.0
67675610,< 1 year,RENT,23000.0
67695428,5 years,RENT,90000.0
67745570,< 1 year,RENT,97000.0
67385318,4 years,RENT,45000.0
67535837,8 years,MORTGAGE,118000.0
67486548,10+ years,MORTGAGE,115000.0
67695590,10+ years,RENT,54000.0
67585697,10+ years,MORTGAGE,120000.0
67725555,10+ years,MORTGAGE,60000.0
67575666,10+ years,MORTGAGE,155000.0
67515685,5 years,MORTGAGE,32985.0
67615684,10+ years,MORTGAGE,60000.0
67615540,10+ years,MORTGAGE,115000.0
67535820,10+ years,RENT,111000.0
67705366,9 years,MORTGAGE,140000.0
67575488,1 year,MORTGAGE,45000.0
66403713,6 years,RENT,50000.0
67595551,7 years,OWN,52000.0
67725643,3 years,RENT,78000.0
67715590,1 year,RENT,42000.0
67468284,8 years,RENT,69000.0
67615598,1 year,RENT,21000.0
67695602,7 years,MORTGAGE,85009.6
67705601,,OWN,84000.0
67725667,5 years,RENT,35000.0
67585532,3 years,RENT,90000.0
67665553,10+ years,RENT,85000.0
67565598,4 years,MORTGAGE,74000.0
67715643,10+ years,RENT,51000.0
67725514,2 years,OWN,28000.0
67665627,1 year,MORTGAGE,96000.0
67665562,3 years,RENT,44000.0
67635226,< 1 year,RENT,225000.0
67645646,7 years,RENT,40290.0
67665655,10+ years,MORTGAGE,103000.0
67655560,4 years,MORTGAGE,83000.0
67625586,8 years,RENT,65328.0
67645788,9 years,MORTGAGE,75000.0
67409315,10+ years,RENT,43000.0
67376122,2 years,MORTGAGE,100000.0
67755548,10+ years,RENT,28832.0
67555487,4 years,MORTGAGE,48000.0
67645823,,MORTGAGE,75000.0
67605524,1 year,MORTGAGE,135000.0
67675193,2 years,RENT,52000.0
67418262,,MORTGAGE,41700.0
67645762,1 year,MORTGAGE,40000.0
67309082,< 1 year,RENT,33000.0
67755532,10+ years,MORTGAGE,58000.0
67635677,7 years,MORTGAGE,44000.0
67645832,3 years,MORTGAGE,45000.0
67268086,4 years,RENT,80000.0
67525784,3 years,RENT,150000.0
67575485,6 years,MORTGAGE,109000.0
67336948,9 years,MORTGAGE,45000.0
67329233,9 years,RENT,70000.0
67476992,< 1 year,RENT,85000.0
67635543,,MORTGAGE,50000.0
67645791,1 year,MORTGAGE,72000.0
67745495,9 years,RENT,85000.0
67625220,9 years,MORTGAGE,130000.0
67675634,5 years,MORTGAGE,65000.0
67725640,10+ years,MORTGAGE,130000.0
67755496,10+ years,MORTGAGE,97000.0
67535826,3 years,RENT,175000.0
65724676,6 years,RENT,75000.0
67625625,10+ years,RENT,52000.0
67315303,7 years,RENT,155000.0
67555645,8 years,MORTGAGE,60000.0
67399064,4 years,MORTGAGE,82000.0
67645636,3 years,RENT,69000.0
67745615,2 years,RENT,43000.0
67675506,3 years,MORTGAGE,118456.0
67555631,< 1 year,MORTGAGE,75000.0
67685637,6 years,RENT,60000.0
67535777,10+ years,MORTGAGE,84000.0
67308308,4 years,MORTGAGE,35000.0
67645624,10+ years,RENT,54000.0
67258501,10+ years,RENT,25000.0
67585605,1 year,RENT,65000.0
67605553,2 years,RENT,35000.0
67735551,10+ years,RENT,60000.0
67515490,10+ years,OWN,89000.0
67745523,10+ years,RENT,78000.0
67755226,4 years,MORTGAGE,65000.0
67427559,3 years,RENT,46000.0
67635671,10+ years,MORTGAGE,65000.0
67575547,8 years,MORTGAGE,90000.0
67339352,< 1 year,MORTGAGE,60000.0
66572660,3 years,MORTGAGE,85000.0
67255625,2 years,MORTGAGE,90000.0
67635624,10+ years,RENT,70000.0
67745446,< 1 year,RENT,60000.0
67705568,2 years,RENT,35000.0
67575574,6 years,RENT,50552.0
67675463,,MORTGAGE,77000.0
67635570,10+ years,MORTGAGE,80000.0
67665529,< 1 year,RENT,26525.0
67755619,7 years,MORTGAGE,60000.0
67695406,10+ years,MORTGAGE,136185.77
66666373,10+ years,RENT,46000.0
67715609,10+ years,MORTGAGE,85000.0
67555580,< 1 year,RENT,40000.0
67695465,3 years,RENT,80000.0
67585519,1 year,MORTGAGE,320000.0
67665670,7 years,RENT,62000.0
66465114,1 year,RENT,52000.0
67595509,,MORTGAGE,49284.0
67555474,3 years,RENT,70000.0
66405917,10+ years,RENT,36400.0
67495395,2 years,RENT,40000.0
66534258,< 1 year,RENT,70000.0
67445977,10+ years,MORTGAGE,100000.0
67298897,4 years,RENT,48500.0
67685593,10+ years,MORTGAGE,300000.0
66631259,10+ years,RENT,40000.0
67555546,6 years,MORTGAGE,85000.0
67655679,10+ years,MORTGAGE,90000.0
67745521,2 years,RENT,69000.0
67565525,1 year,MORTGAGE,75000.0
67575562,1 year,RENT,32000.0
23905569,10+ years,RENT,36000.0
67665538,9 years,OWN,60000.0
67725550,8 years,MORTGAGE,70000.0
66521564,10+ years,MORTGAGE,305000.0
67665531,10+ years,MORTGAGE,285000.0
67665357,1 year,RENT,118000.0
67685581,6 years,MORTGAGE,85000.0
67575609,8 years,MORTGAGE,120000.0
67525622,< 1 year,RENT,75000.0
67675519,3 years,MORTGAGE,75000.0
67327611,10+ years,MORTGAGE,75000.0
67705617,8 years,MORTGAGE,72000.0
67665573,4 years,OWN,50000.0
67505206,10+ years,MORTGAGE,92000.0
67705548,10+ years,MORTGAGE,82000.0
67605687,8 years,MORTGAGE,80000.0
67655594,< 1 year,RENT,59100.0
67525544,10+ years,MORTGAGE,80000.0
67525662,10+ years,RENT,50000.0
67585535,2 years,MORTGAGE,35000.0
67745557,8 years,OWN,44000.0
67615682,6 years,MORTGAGE,41500.0
67655442,7 years,OWN,49000.0
67605606,10+ years,RENT,83000.0
67515154,2 years,MORTGAGE,60000.0
66645004,1 year,MORTGAGE,75000.0
67258916,10+ years,MORTGAGE,78000.0
67427030,2 years,MORTGAGE,204000.0
67595472,10+ years,MORTGAGE,85000.0
65627069,4 years,MORTGAGE,86000.0
67595627,2 years,RENT,33800.0
66480503,5 years,RENT,70000.0
67369125,5 years,OWN,85000.0
67585617,10+ years,MORTGAGE,160000.0
67645877,10+ years,MORTGAGE,190000.0
67545539,1 year,RENT,50000.0
65805334,10+ years,MORTGAGE,55000.0
67735696,10+ years,MORTGAGE,62000.0
67735634,1 year,RENT,63400.0
67515574,4 years,MORTGAGE,110000.0
67535761,8 years,OWN,95000.0
67705584,,MORTGAGE,24500.0
67335983,10+ years,MORTGAGE,76000.0
67278132,6 years,RENT,72000.0
67615597,3 years,MORTGAGE,60000.0
67635520,10+ years,MORTGAGE,48000.0
67705579,10+ years,RENT,150000.0
67625506,5 years,MORTGAGE,64000.0
67745477,10+ years,RENT,94000.0
67256932,10+ years,MORTGAGE,77250.0
67545372,,MORTGAGE,41000.0
67605591,2 years,OWN,42000.0
66575547,< 1 year,MORTGAGE,52000.0
67427964,< 1 year,MORTGAGE,192000.0
67715514,3 years,RENT,250000.0
65763587,,MORTGAGE,51000.0
67745314,5 years,MORTGAGE,28000.0
67247864,8 years,RENT,40000.0
66965130,10+ years,RENT,72000.0
67635664,4 years,MORTGAGE,86000.0
67468815,4 years,MORTGAGE,130000.0
67525634,10+ years,MORTGAGE,48000.0
67645801,8 years,MORTGAGE,47000.0
67595546,10+ years,MORTGAGE,92000.0
67735621,4 years,MORTGAGE,130000.0
67635602,10+ years,MORTGAGE,110000.0
67565616,5 years,RENT,45000.0
67715537,2 years,MORTGAGE,52000.0
67278159,,MORTGAGE,76800.0
67685537,6 years,MORTGAGE,39500.0
67645630,10+ years,MORTGAGE,72000.0
67715666,3 years,RENT,56000.0
67545708,6 years,RENT,95000.0
67525645,< 1 year,OWN,50000.0
67545583,5 years,RENT,65000.0
67515602,6 years,RENT,160000.0
67605470,10+ years,RENT,95000.0
67367977,10+ years,MORTGAGE,95000.0
67585631,2 years,RENT,119000.0
67645699,7 years,RENT,30000.0
67239024,10+ years,MORTGAGE,143000.0
67515628,7 years,MORTGAGE,55000.0
67725637,< 1 year,RENT,38500.0
67655678,6 years,MORTGAGE,71000.0
67055525,3 years,MORTGAGE,68000.0
67515603,,RENT,150000.0
67725675,,MORTGAGE,49800.0
67685667,10+ years,RENT,40000.0
67175400,10+ years,MORTGAGE,104000.0
67585671,5 years,RENT,52000.0
67675418,10+ years,RENT,86000.0
67715438,10+ years,MORTGAGE,88400.0
67135325,9 years,MORTGAGE,85000.0
67248953,6 years,MORTGAGE,110000.0
67665417,,MORTGAGE,43200.0
67369809,10+ years,MORTGAGE,73808.0
67685313,10+ years,MORTGAGE,135000.0
67276652,10+ years,OWN,101600.0
67379062,10+ years,MORTGAGE,41000.0
67645557,10+ years,RENT,44000.0
67595437,10+ years,OWN,130000.0
67575438,10+ years,RENT,44000.0
67468921,5 years,RENT,75000.0
67525292,10+ years,MORTGAGE,72000.0
67338236,< 1 year,OWN,200000.0
67515359,9 years,RENT,122500.0
67115644,3 years,RENT,120000.0
67575312,10+ years,RENT,43000.0
67695303,10+ years,RENT,60000.0
67216349,< 1 year,RENT,35000.0
67725529,2 years,RENT,38500.0
67745328,8 years,MORTGAGE,60000.0
67356718,10+ years,MORTGAGE,96000.0
67375133,8 years,MORTGAGE,80000.0
67695330,10+ years,MORTGAGE,107651.0
67595450,7 years,MORTGAGE,84000.0
67427495,3 years,MORTGAGE,56000.0
67605451,10+ years,MORTGAGE,60000.0
67216173,10+ years,MORTGAGE,129000.0
67585309,10+ years,RENT,55000.0
67535353,,MORTGAGE,55000.0
67745419,,RENT,14000.0
67695395,10+ years,MORTGAGE,65000.0
67755433,< 1 year,MORTGAGE,90000.0
67625400,9 years,RENT,39500.0
67545417,,OWN,41000.0
65753448,10+ years,MORTGAGE,100000.0
67545355,10+ years,MORTGAGE,108000.0
67645532,2 years,MORTGAGE,60000.0
67725354,5 years,OWN,39000.0
67665436,5 years,MORTGAGE,52000.0
65964286,8 years,OWN,88000.0
67525506,5 years,OWN,55000.0
67685440,10+ years,OWN,150000.0
67745332,10+ years,OWN,75000.0
67595418,6 years,RENT,31200.0
67645490,10+ years,MORTGAGE,62000.0
67725485,2 years,RENT,50986.0
67545271,4 years,RENT,51696.0
65674372,10+ years,MORTGAGE,87000.0
67655337,2 years,OWN,40500.0
67369303,7 years,MORTGAGE,76000.0
67515386,10+ years,RENT,42000.0
67247459,2 years,MORTGAGE,50000.0
67605316,7 years,OWN,44500.0
67615364,5 years,MORTGAGE,60000.0
67625397,10+ years,MORTGAGE,107000.0
67575127,< 1 year,MORTGAGE,90000.0
67555423,10+ years,MORTGAGE,127000.0
66545596,10+ years,OWN,68000.0
67555418,4 years,RENT,70200.0
67705474,10+ years,RENT,75000.0
67665400,10+ years,MORTGAGE,75000.0
65645253,4 years,RENT,72000.0
67605351,10+ years,RENT,30000.0
67635343,10+ years,RENT,47500.0
67715293,10+ years,MORTGAGE,110000.0
67625382,5 years,MORTGAGE,55000.0
67645568,5 years,RENT,93000.0
67645519,4 years,MORTGAGE,86000.0
67418874,< 1 year,MORTGAGE,120000.0
67236702,10+ years,RENT,111000.0
67645472,3 years,RENT,45000.0
67685484,7 years,RENT,45000.0
67675350,7 years,OWN,62000.0
67725490,10+ years,RENT,66000.0
67745119,< 1 year,MORTGAGE,86000.0
67705371,5 years,RENT,51500.0
67735332,3 years,MORTGAGE,42000.0
67585411,< 1 year,MORTGAGE,45000.0
67545408,5 years,MORTGAGE,65000.0
67645441,7 years,RENT,37000.0
67745315,10+ years,MORTGAGE,90000.0
67257483,10+ years,RENT,55000.0
67595314,10+ years,RENT,75000.0
67625444,4 years,MORTGAGE,83000.0
67655395,10+ years,MORTGAGE,125000.0
67279626,10+ years,MORTGAGE,85000.0
67595389,2 years,OWN,55000.0
67575406,6 years,RENT,41000.0
67605307,2 years,MORTGAGE,120000.0
67655478,10+ years,RENT,36000.0
67376856,10+ years,MORTGAGE,43000.0
67625292,< 1 year,MORTGAGE,170000.0
67635424,< 1 year,MORTGAGE,85000.0
66474667,10+ years,RENT,63000.0
67695346,1 year,RENT,165000.0
67715364,3 years,RENT,75000.0
67525448,10+ years,MORTGAGE,176220.0
66601341,4 years,MORTGAGE,47000.0
67565480,10+ years,MORTGAGE,60000.0
67615441,4 years,MORTGAGE,70000.0
67248498,8 years,OWN,67000.0
67675353,7 years,RENT,35000.0
67665416,1 year,RENT,80000.0
65782031,10+ years,OWN,65400.0
67625403,2 years,RENT,82000.0
67635293,7 years,RENT,46862.0
67705451,10+ years,MORTGAGE,36000.0
67725336,< 1 year,RENT,105000.0
67369871,4 years,OWN,33000.0
67645395,9 years,RENT,46000.0
67565416,,MORTGAGE,69250.0
66435482,2 years,RENT,37000.0
67358428,1 year,RENT,45000.0
67318499,10+ years,MORTGAGE,140000.0
66641628,10+ years,MORTGAGE,115000.0
67735462,8 years,MORTGAGE,82000.0
67585355,4 years,MORTGAGE,60000.0
67605304,7 years,RENT,100000.0
67685333,10+ years,RENT,40000.0
67625308,< 1 year,RENT,52000.0
67595414,9 years,MORTGAGE,34445.82
67417492,3 years,RENT,60000.0
67635364,5 years,OWN,102000.0
67437148,10+ years,MORTGAGE,52000.0
67605443,10+ years,MORTGAGE,82000.0
67655461,1 year,MORTGAGE,65000.0
67565393,,MORTGAGE,52000.0
67545418,< 1 year,RENT,35038.0
67405630,10+ years,MORTGAGE,54000.0
67695317,5 years,MORTGAGE,85000.0
67216347,9 years,MORTGAGE,68000.0
67655438,8 years,RENT,26400.0
67565337,7 years,MORTGAGE,70000.0
67695335,2 years,RENT,92000.0
67416766,9 years,MORTGAGE,30097.0
67268934,10+ years,MORTGAGE,160000.0
67755373,2 years,RENT,86500.0
67336984,4 years,RENT,40000.0
66606703,,RENT,25000.0
67655354,3 years,RENT,25000.0
66475462,10+ years,MORTGAGE,95000.0
67725505,5 years,RENT,77000.0
67565388,4 years,RENT,75000.0
65641549,3 years,RENT,60000.0
67565365,3 years,RENT,97378.0
67339421,,OWN,53000.0
67705425,2 years,RENT,75000.0
67525423,9 years,MORTGAGE,108000.0
67665327,10+ years,MORTGAGE,59000.0
67635453,10+ years,RENT,52000.0
67376764,,MORTGAGE,65000.0
67645499,< 1 year,MORTGAGE,125000.0
67745397,,MORTGAGE,34486.0
67755387,9 years,OWN,100000.0
67535461,,RENT,80000.0
67466412,10+ years,MORTGAGE,85000.0
67388298,4 years,MORTGAGE,60000.0
67406557,5 years,RENT,76000.0
67625462,10+ years,MORTGAGE,85000.0
67725428,10+ years,MORTGAGE,48500.0
67535371,7 years,RENT,84000.0
67308648,< 1 year,MORTGAGE,190000.0
67585351,10+ years,OWN,100000.0
67409185,10+ years,MORTGAGE,41000.0
67755330,5 years,RENT,60000.0
67695405,4 years,MORTGAGE,70000.0
66985179,3 years,OWN,50000.0
67457095,10+ years,MORTGAGE,148000.0
67695358,8 years,RENT,75000.0
66484779,4 years,OWN,65000.0
67755462,10+ years,MORTGAGE,70000.0
67715435,10+ years,MORTGAGE,91000.0
67695336,10+ years,MORTGAGE,75000.0
67525437,10+ years,RENT,125000.0
67555342,3 years,MORTGAGE,56500.0
67675354,10+ years,OWN,99000.0
67406051,2 years,RENT,80000.0
67575281,4 years,RENT,25000.0
67409134,10+ years,OWN,79862.0
67307864,2 years,MORTGAGE,105000.0
67247564,10+ years,RENT,45000.0
67685433,2 years,OWN,85000.0
67665362,3 years,MORTGAGE,180000.0
67625313,1 year,RENT,55000.0
67735326,10+ years,RENT,92000.0
67595323,5 years,MORTGAGE,52000.0
67565470,10+ years,MORTGAGE,142300.0
67545387,2 years,MORTGAGE,75000.0
67595416,10+ years,MORTGAGE,44000.0
67705485,10+ years,OWN,42000.0
67515462,2 years,MORTGAGE,45000.0
67615434,10+ years,RENT,59051.2
67645417,10+ years,MORTGAGE,78000.0
67715353,6 years,OWN,53000.0
67437716,10+ years,MORTGAGE,205000.0
67695360,10+ years,RENT,78000.0
67535352,3 years,MORTGAGE,40000.0
67329241,10+ years,MORTGAGE,75000.0
67745406,< 1 year,MORTGAGE,77000.0
67635325,,RENT,50000.0
67725503,1 year,RENT,49500.0
65701980,3 years,MORTGAGE,107000.0
67645419,2 years,MORTGAGE,38500.0
67206308,< 1 year,OWN,91000.0
67268675,10+ years,OWN,36000.0
67715338,4 years,OWN,50000.0
67745398,10+ years,RENT,64000.0
67645480,5 years,OWN,77250.0
67715475,10+ years,MORTGAGE,88000.0
67358518,10+ years,RENT,95000.0
67625287,8 years,OWN,161517.0
67685289,10+ years,MORTGAGE,70000.0
67625291,< 1 year,RENT,40000.0
67555336,< 1 year,MORTGAGE,150000.0
67406635,8 years,OWN,14000.0
67565124,3 years,MORTGAGE,110000.0
67555449,10+ years,MORTGAGE,90000.0
67645505,8 years,MORTGAGE,72000.0
67325582,,RENT,28000.0
67297457,1 year,MORTGAGE,54000.0
67685426,5 years,MORTGAGE,142000.0
67555436,5 years,MORTGAGE,120000.0
67615153,10+ years,MORTGAGE,86500.0
67287994,3 years,MORTGAGE,100000.0
67725349,5 years,MORTGAGE,50000.0
66076588,1 year,MORTGAGE,38000.0
67216359,9 years,RENT,160000.0
67705333,3 years,RENT,94000.0
67565357,4 years,RENT,42000.0
67615472,2 years,RENT,29650.0
67685448,5 years,RENT,62000.0
67279086,2 years,RENT,24000.0
67665350,7 years,MORTGAGE,84000.0
67735379,10+ years,MORTGAGE,110000.0
67605435,10+ years,RENT,120000.0
67605358,3 years,RENT,55000.0
67308619,10+ years,MORTGAGE,77000.0
67575376,10+ years,MORTGAGE,160000.0
67645418,10+ years,MORTGAGE,46000.0
67565456,1 year,OWN,34000.0
67535401,10+ years,OWN,85000.0
67318608,3 years,MORTGAGE,48000.0
67745309,< 1 year,OWN,130000.0
67615458,10+ years,MORTGAGE,78000.0
67216353,< 1 year,RENT,80000.0
67368062,1 year,RENT,57000.0
67525313,7 years,MORTGAGE,35000.0
67515461,10+ years,RENT,71052.8
67428327,3 years,RENT,105000.0
67735440,10+ years,MORTGAGE,101000.0
67545322,10+ years,RENT,50000.0
67429289,2 years,MORTGAGE,43844.0
67458382,10+ years,RENT,52000.0
67535335,10+ years,MORTGAGE,98000.0
67755471,9 years,RENT,52000.0
67535400,2 years,RENT,18000.0
67216366,< 1 year,MORTGAGE,208000.0
67555458,8 years,MORTGAGE,80000.0
67715442,2 years,RENT,45300.0
67705489,6 years,MORTGAGE,75000.0
67615340,3 years,OWN,65000.0
67337723,8 years,MORTGAGE,45000.0
67565386,5 years,MORTGAGE,64000.0
67216302,,RENT,38000.0
67306244,10+ years,RENT,54000.0
67675440,7 years,MORTGAGE,50000.0
67525500,< 1 year,MORTGAGE,66000.0
67575339,10+ years,MORTGAGE,60000.0
67375744,1 year,RENT,48256.0
67645362,9 years,MORTGAGE,112000.0
67545356,4 years,MORTGAGE,200000.0
67685429,10+ years,RENT,59000.0
67268721,7 years,MORTGAGE,30000.0
67278578,3 years,RENT,40000.0
67555323,3 years,RENT,40000.0
67206303,5 years,RENT,26000.0
67216371,5 years,RENT,35000.0
67525465,10+ years,RENT,75000.0
67377938,10+ years,MORTGAGE,62000.0
